Date,High,Low,Open,Close,Volume,Adj Close
2013-01-02,35.400001525878906,34.099998474121094,34.91999816894531,35.119998931884766,13767900.0,25.678119659423828
2013-01-03,35.0,34.15999984741211,35.0,34.83000183105469,16739300.0,25.46608543395996
2013-01-04,34.88999938964844,34.25,34.619998931884766,34.38999938964844,21372100.0,25.144378662109375
2013-01-07,35.45000076293945,34.150001525878906,34.150001525878906,34.459999084472656,17897100.0,25.195558547973633
2013-01-08,34.63999938964844,33.36000061035156,34.290000915527344,33.709999084472656,17863300.0,24.64719581604004
2013-01-09,33.95000076293945,33.61000061035156,33.61000061035156,33.900001525878906,18800400.0,24.786117553710938
2013-01-10,34.0,33.33000183105469,33.65999984741211,34.0,15658100.0,24.859235763549805
2013-01-11,33.900001525878906,33.349998474121094,33.59000015258789,33.849998474121094,11191500.0,25.044193267822266
2013-01-14,34.25,33.79999923706055,34.0099983215332,34.09000015258789,11584900.0,25.22176170349121
2013-01-15,34.720001220703125,33.709999084472656,33.709999084472656,34.599998474121094,13040200.0,25.59909439086914
2013-01-16,35.540000915527344,34.45000076293945,34.470001220703125,35.540000915527344,16512700.0,26.294557571411133
2013-01-17,36.70000076293945,35.75,35.75,36.41999816894531,14424800.0,26.945621490478516
2013-01-18,37.31999969482422,36.040000915527344,36.43000030517578,37.31999969482422,17842200.0,27.611501693725586
2013-01-22,37.25,35.93000030517578,36.97999954223633,36.41999816894531,15809700.0,26.945621490478516
2013-01-23,37.84000015258789,36.5,36.90999984741211,37.79999923706055,10981600.0,27.96662712097168
2013-01-24,38.52000045776367,37.22999954223633,37.790000915527344,37.459999084472656,11327100.0,27.715084075927734
2013-01-25,37.84000015258789,36.63999938964844,37.52000045776367,37.599998474121094,8934600.0,27.81865692138672
2013-01-28,37.869998931884766,36.709999084472656,37.650001525878906,36.88999938964844,7140100.0,27.293367385864258
2013-01-29,37.459999084472656,36.25,36.709999084472656,37.310001373291016,8838500.0,27.604110717773438
2013-01-30,37.529998779296875,36.810001373291016,36.810001373291016,36.93000030517578,10841800.0,27.322952270507812
2013-01-31,36.93000030517578,36.27000045776367,36.84000015258789,36.689998626708984,10720700.0,27.145387649536133
2013-02-01,37.20000076293945,36.52000045776367,36.84000015258789,37.18000030517578,9527500.0,27.507923126220703
2013-02-04,37.29999923706055,36.54999923706055,36.63999938964844,37.279998779296875,6348000.0,27.5819034576416
2013-02-05,37.72999954223633,37.18000030517578,37.41999816894531,37.20000076293945,7284400.0,27.522714614868164
2013-02-06,37.279998779296875,36.86000061035156,36.959999084472656,37.13999938964844,5738900.0,27.47832679748535
2013-02-07,37.56999969482422,35.79999923706055,37.56999969482422,36.41999816894531,9872500.0,26.945621490478516
2013-02-08,36.41999816894531,35.83000183105469,36.369998931884766,36.25,13858700.0,26.81985092163086
2013-02-11,36.18000030517578,35.75,36.130001068115234,35.849998474121094,6032100.0,26.52391242980957
2013-02-12,35.900001525878906,35.20000076293945,35.77000045776367,35.41999816894531,7473800.0,26.205766677856445
2013-02-13,35.56999969482422,35.150001525878906,35.41999816894531,35.27000045776367,4859800.0,26.09479522705078
2013-02-14,36.72999954223633,35.0099983215332,35.04999923706055,36.56999969482422,7570100.0,27.056608200073242
2013-02-15,37.810001373291016,36.93000030517578,36.93000030517578,37.58000183105469,13296300.0,27.80386734008789
2013-02-19,38.33000183105469,37.11000061035156,37.540000915527344,38.189998626708984,8292700.0,28.255176544189453
2013-02-20,39.130001068115234,37.61000061035156,38.15999984741211,38.61000061035156,8096400.0,28.565916061401367
2013-02-21,39.029998779296875,38.189998626708984,38.4900016784668,38.779998779296875,7260900.0,28.691701889038086
2013-02-22,38.849998474121094,38.13999938964844,38.790000915527344,38.459999084472656,4490400.0,28.454938888549805
2013-02-25,38.61000061035156,37.369998931884766,38.540000915527344,37.369998931884766,4665600.0,27.64849281311035
2013-02-26,37.599998474121094,36.959999084472656,37.599998474121094,37.09000015258789,4463000.0,27.44133186340332
2013-02-27,36.97999954223633,36.400001525878906,36.970001220703125,36.72999954223633,12238400.0,27.174983978271484
2013-02-28,37.13999938964844,36.5,36.65999984741211,36.91999816894531,10321000.0,27.315563201904297
2013-03-01,38.06999969482422,36.54999923706055,36.79999923706055,37.810001373291016,8929400.0,27.974031448364258
2013-03-04,38.25,37.529998779296875,37.529998779296875,38.2400016784668,5420800.0,28.29217529296875
2013-03-05,38.56999969482422,37.290000915527344,38.45000076293945,37.5099983215332,6650400.0,27.7520751953125
2013-03-06,37.86000061035156,37.369998931884766,37.560001373291016,37.7400016784668,5489500.0,27.9222412109375
2013-03-07,38.0099983215332,37.439998626708984,37.650001525878906,37.4900016784668,4442500.0,27.737274169921875
2013-03-08,37.650001525878906,37.15999984741211,37.63999938964844,37.34000015258789,4114500.0,27.626300811767578
2013-03-11,38.150001525878906,37.08000183105469,37.25,37.66999816894531,4614400.0,27.870452880859375
2013-03-12,38.29999923706055,37.04999923706055,37.70000076293945,37.16999816894531,6523900.0,27.500520706176758
2013-03-13,37.59000015258789,37.040000915527344,37.20000076293945,37.16999816894531,3710600.0,27.500520706176758
2013-03-14,37.59000015258789,36.86000061035156,37.43000030517578,37.560001373291016,9859700.0,27.789066314697266
2013-03-15,38.540000915527344,37.279998779296875,37.439998626708984,38.5,12208300.0,28.484529495239258
2013-03-18,38.4900016784668,37.9900016784668,38.04999923706055,38.15999984741211,5178700.0,28.23297882080078
2013-03-19,38.400001525878906,37.84000015258789,38.25,38.36000061035156,5108400.0,28.38095474243164
2013-03-20,39.189998626708984,38.40999984741211,38.5,39.060001373291016,7072900.0,28.898853302001953
2013-03-21,38.970001220703125,38.47999954223633,38.81999969482422,38.4900016784668,4736100.0,28.477136611938477
2013-03-22,38.970001220703125,38.29999923706055,38.56999969482422,38.970001220703125,3323400.0,28.832263946533203
2013-03-25,39.52000045776367,38.93000030517578,39.119998931884766,39.31999969482422,6065000.0,29.09121322631836
2013-03-26,40.52000045776367,39.56999969482422,39.56999969482422,40.209999084472656,7249500.0,29.749692916870117
2013-03-27,40.290000915527344,39.65999984741211,40.220001220703125,40.150001525878906,4274800.0,29.705303192138672
2013-03-28,40.79999923706055,39.779998779296875,40.2599983215332,40.779998779296875,7263400.0,30.171411514282227
2013-04-01,41.13999938964844,39.959999084472656,39.959999084472656,41.119998931884766,5740000.0,30.42296028137207
2013-04-02,41.220001220703125,40.52000045776367,41.220001220703125,40.709999084472656,5510700.0,30.1196231842041
2013-04-03,41.45000076293945,40.349998474121094,40.75,40.56999969482422,4122100.0,30.01604652404785
2013-04-04,41.779998779296875,40.619998931884766,40.77000045776367,41.599998474121094,20687600.0,30.778093338012695
2013-04-05,41.5,41.09000015258789,41.310001373291016,41.310001373291016,14089800.0,30.56353187561035
2013-04-08,41.869998931884766,41.06999969482422,41.27000045776367,41.77000045776367,16449200.0,30.90387535095215
2013-04-09,43.560001373291016,41.79999923706055,41.959999084472656,42.54999923706055,8673900.0,31.4809627532959
2013-04-10,43.77000045776367,42.5,42.650001525878906,43.619998931884766,7809200.0,32.27260971069336
2013-04-11,43.709999084472656,43.11000061035156,43.41999816894531,43.20000076293945,6494100.0,32.2576789855957
2013-04-12,43.290000915527344,42.619998931884766,42.970001220703125,43.09000015258789,4199800.0,32.17552947998047
2013-04-15,43.029998779296875,41.40999984741211,42.869998931884766,41.439998626708984,7152500.0,30.943477630615234
2013-04-16,42.529998779296875,41.130001068115234,41.66999816894531,42.45000076293945,6998000.0,31.697647094726562
2013-04-17,42.43000030517578,41.41999816894531,42.13999938964844,42.2400016784668,5046200.0,31.540834426879883
2013-04-18,42.63999938964844,41.88999938964844,42.369998931884766,42.31999969482422,5009000.0,31.600570678710938
2013-04-19,42.58000183105469,42.20000076293945,42.5099983215332,42.38999938964844,6493200.0,31.652843475341797
2013-04-22,44.83000183105469,42.880001068115234,43.0,44.20000076293945,8531300.0,33.004371643066406
2013-04-23,46.31999969482422,44.400001525878906,44.61000061035156,45.13999938964844,9378100.0,33.70628356933594
2013-04-24,45.34000015258789,43.939998626708984,45.13999938964844,44.31999969482422,5541300.0,33.09397506713867
2013-04-25,44.790000915527344,43.7599983215332,44.75,44.2400016784668,5236900.0,33.03424835205078
2013-04-26,46.310001373291016,44.75,44.95000076293945,45.84000015258789,10096800.0,34.228973388671875
2013-04-29,45.93000030517578,45.04999923706055,45.83000183105469,45.22999954223633,6024700.0,33.77347183227539
2013-04-30,46.22999954223633,45.0099983215332,45.04999923706055,46.04999923706055,6798600.0,34.385780334472656
2013-05-01,46.09000015258789,45.54999923706055,45.7400016784668,45.54999923706055,6398100.0,34.01243209838867
2013-05-02,45.68000030517578,43.86000061035156,45.68000030517578,43.9900016784668,9649400.0,32.84756851196289
